"ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"BP","GO:0051016","barbed-end actin filament capping","1/657","26/18800",0.60366683960301,0.889023278997235,0.79203180637822,"ADD3",1
"BP","GO:0060259","regulation of feeding behavior","1/657","26/18800",0.60366683960301,0.889023278997235,0.79203180637822,"NPSR1",1
"BP","GO:0060314","regulation of ryanodine-sensitive calcium-release channel activity","1/657","26/18800",0.60366683960301,0.889023278997235,0.79203180637822,"PDE4D",1
"BP","GO:0060352","cell adhesion molecule production","1/657","26/18800",0.60366683960301,0.889023278997235,0.79203180637822,"GCNT1",1
"BP","GO:1905063","regulation of vascular associated smooth muscle cell differentiation","1/657","26/18800",0.60366683960301,0.889023278997235,0.79203180637822,"FGF9",1
"BP","GO:0110053","regulation of actin filament organization","9/657","270/18800",0.604678699320249,0.889023278997235,0.79203180637822,"ADD3/TACSTD2/RHPN2/BAIAP2L1/SPTBN2/CTNNA2/F11R/ARHGAP40/RHPN1",9
"BP","GO:0010976","positive regulation of neuron projection development","5/657","150/18800",0.605401775027394,0.889023278997235,0.79203180637822,"BMP7/COBL/PTK6/EZH2/S100A9",5
"BP","GO:0106027","neuron projection organization","3/657","89/18800",0.605877458959411,0.889023278997235,0.79203180637822,"KIF1A/PLS1/NGEF",3
"BP","GO:0048545","response to steroid hormone","11/657","330/18800",0.606520862156484,0.889023278997235,0.79203180637822,"SCGB2A1/SCGB2A2/FOXA1/CLDN4/ESR1/BMP7/ESRRG/AKR1C3/GPR83/SCGB1A1/TYMS",11
"BP","GO:0002090","regulation of receptor internalization","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"LRRTM1/DKK1",2
"BP","GO:0006611","protein export from nucleus","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"IFI27/SFN",2
"BP","GO:0030514","negative regulation of BMP signaling pathway","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"LRP2/DKK1",2
"BP","GO:0033619","membrane protein proteolysis","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"PTPN3/MMP7",2
"BP","GO:0050732","negative regulation of peptidyl-tyrosine phosphorylation","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"CBLC/PTK6",2
"BP","GO:0060997","dendritic spine morphogenesis","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"KIF1A/NGEF",2
"BP","GO:1900024","regulation of substrate adhesion-dependent cell spreading","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"OLFM4/TACSTD2",2
"BP","GO:2000649","regulation of sodium ion transmembrane transporter activity","2/657","58/18800",0.606523432723582,0.889023278997235,0.79203180637822,"WNK2/PTPN3",2
"BP","GO:0030203","glycosaminoglycan metabolic process","4/657","120/18800",0.608057671260633,0.889023278997235,0.79203180637822,"GCNT2/B3GNT3/CHST9/HS3ST6",4
"BP","GO:0036294","cellular response to decreased oxygen levels","5/657","151/18800",0.611287513387434,0.889023278997235,0.79203180637822,"BMP7/STOX1/STC2/EGLN3/PMAIP1",5
"BP","GO:0006066","alcohol metabolic process","12/657","361/18800",0.611497903038369,0.889023278997235,0.79203180637822,"ALDH3B2/CYP3A5/MOGAT1/AKR1C2/AKR1C3/PLA2G4A/SGPP2/SULT2B1/SPTSSB/PLCB1/ADCYAP1R1/SRD5A3",12
"BP","GO:0050767","regulation of neurogenesis","12/657","361/18800",0.611497903038369,0.889023278997235,0.79203180637822,"SPINT1/TP73/FSTL4/BMP7/CRABP2/LRP2/EPHA7/XRCC2/PAX6/ASPM/EZH2/SEMA3E",12
"BP","GO:0002028","regulation of sodium ion transport","3/657","90/18800",0.613463447032398,0.889023278997235,0.79203180637822,"PRSS8/WNK2/PTPN3",3
"BP","GO:0060191","regulation of lipase activity","3/657","90/18800",0.613463447032398,0.889023278997235,0.79203180637822,"FGFR2/ESR1/ADCYAP1R1",3
"BP","GO:0070301","cellular response to hydrogen peroxide","3/657","90/18800",0.613463447032398,0.889023278997235,0.79203180637822,"CDK1/NQO1/EZH2",3
"BP","GO:0043547","positive regulation of GTPase activity","9/657","272/18800",0.613504535945941,0.889023278997235,0.79203180637822,"FOXJ1/CXCL13/CCL20/RAP1GAP/RGL3/F11R/EZH2/GRHL3/NGEF",9
"BP","GO:0062197","cellular response to chemical stress","11/657","332/18800",0.614518885086582,0.889023278997235,0.79203180637822,"AQP5/BMP7/AKR1C3/MELK/CDK1/PRODH/STOX1/NQO1/SLC2A1/EZH2/SLC7A11",11
"BP","GO:0007041","lysosomal transport","4/657","121/18800",0.61460246482074,0.889023278997235,0.79203180637822,"CHMP4C/KIF13A/CDX2/HOOK1",4
"BP","GO:0009308","amine metabolic process","4/657","121/18800",0.61460246482074,0.889023278997235,0.79203180637822,"TRH/SAT1/IDO1/SLC7A11",4
"BP","GO:0031398","positive regulation of protein ubiquitination","4/657","121/18800",0.61460246482074,0.889023278997235,0.79203180637822,"CDC20B/UBE2C/CDC20/PLK1",4
"BP","GO:0051209","release of sequestered calcium ion into cytosol","4/657","121/18800",0.61460246482074,0.889023278997235,0.79203180637822,"CXCL10/CXCL11/PDE4D/NPSR1",4
"BP","GO:1903008","organelle disassembly","4/657","121/18800",0.61460246482074,0.889023278997235,0.79203180637822,"CDK1/SPATA18/ATG9B/KIF9",4
"BP","GO:0002711","positive regulation of T cell mediated immunity","2/657","59/18800",0.615862976304363,0.889023278997235,0.79203180637822,"AZGP1/MAP3K7",2
"BP","GO:0006826","iron ion transport","2/657","59/18800",0.615862976304363,0.889023278997235,0.79203180637822,"CP/LCN2",2
"BP","GO:0030042","actin filament depolymerization","2/657","59/18800",0.615862976304363,0.889023278997235,0.79203180637822,"ADD3/SPTBN2",2
"BP","GO:0046686","response to cadmium ion","2/657","59/18800",0.615862976304363,0.889023278997235,0.79203180637822,"AKR1C3/CDK1",2
"BP","GO:0006282","regulation of DNA repair","5/657","152/18800",0.617122033384352,0.889023278997235,0.79203180637822,"EYA2/EYA1/AUNIP/FOXM1/RBBP8",5
"BP","GO:0050905","neuromuscular process","5/657","152/18800",0.617122033384352,0.889023278997235,0.79203180637822,"MYH14/TNNT1/HMX3/CTNNA2/CCDC78",5
"BP","GO:0001963","synaptic transmission, dopaminergic","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"SLC6A2",1
"BP","GO:0002220","innate immune response activating cell surface receptor signaling pathway","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"MAP3K7",1
"BP","GO:0002227","innate immune response in mucosa","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"DEFB1",1
"BP","GO:0002418","immune response to tumor cell","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"CEACAM1",1
"BP","GO:0002710","negative regulation of T cell mediated immunity","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"CEACAM1",1
"BP","GO:0003171","atrioventricular valve development","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"TBX20",1
"BP","GO:0006706","steroid catabolic process","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"CYP24A1",1
"BP","GO:0007214","gamma-aminobutyric acid signaling pathway","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"GABRG3",1
"BP","GO:0009651","response to salt stress","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"PAPPA2",1
"BP","GO:0010460","positive regulation of heart rate","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"PDE4D",1
"BP","GO:0010758","regulation of macrophage chemotaxis","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"CXCL17",1
"BP","GO:0010875","positive regulation of cholesterol efflux","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"ABCA12",1
"BP","GO:0010894","negative regulation of steroid biosynthetic process","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"FGF19",1
"BP","GO:0010996","response to auditory stimulus","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"CXCL10",1
"BP","GO:0018126","protein hydroxylation","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"EGLN3",1
"BP","GO:0018904","ether metabolic process","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"PLA2G4A",1
"BP","GO:0021680","cerebellar Purkinje cell layer development","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"SPTBN2",1
"BP","GO:0030262","apoptotic nuclear changes","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"TOP2A",1
"BP","GO:0033032","regulation of myeloid cell apoptotic process","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"SLC7A11",1
"BP","GO:0034063","stress granule assembly","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"GRB7",1
"BP","GO:0034453","microtubule anchoring","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"CAMSAP3",1
"BP","GO:0035459","vesicle cargo loading","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"KIF13A",1
"BP","GO:0039529","RIG-I signaling pathway","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"TRIM15",1
"BP","GO:0048843","negative regulation of axon extension involved in axon guidance","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"SEMA3E",1
"BP","GO:0071425","hematopoietic stem cell proliferation","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"MECOM",1
"BP","GO:0071624","positive regulation of granulocyte chemotaxis","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"S100A14",1
"BP","GO:0072012","glomerulus vasculature development","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"BMP7",1
"BP","GO:0097205","renal filtration","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"RHPN2",1
"BP","GO:0097254","renal tubular secretion","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"ATP6V1B1",1
"BP","GO:1902932","positive regulation of alcohol biosynthetic process","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"ADCYAP1R1",1
"BP","GO:1903020","positive regulation of glycoprotein metabolic process","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"PLCB1",1
"BP","GO:1903055","positive regulation of extracellular matrix organization","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"SOX9",1
"BP","GO:1903523","negative regulation of blood circulation","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"PDE4D",1
"BP","GO:2000108","positive regulation of leukocyte apoptotic process","1/657","27/18800",0.617536600249693,0.889023278997235,0.79203180637822,"IDO1",1
"BP","GO:0006813","potassium ion transport","8/657","243/18800",0.61807517957995,0.889186877463765,0.79217755643002,"WNK2/KCNN4/KCNRG/KCNH3/SLC12A8/HPN/SLC9A2/KCNH5",8
"BP","GO:1901617","organic hydroxy compound biosynthetic process","8/657","243/18800",0.61807517957995,0.889186877463765,0.79217755643002,"PSAT1/FGF19/AKR1C3/SPTSSB/SLC7A11/TPH1/ADCYAP1R1/SRD5A3",8
"BP","GO:0031396","regulation of protein ubiquitination","7/657","213/18800",0.618788203943497,0.889906746908432,0.792818888901381,"CDC20B/UBE2C/SH3RF2/CDC20/MAD2L1/BUB1B/PLK1",7
"BP","GO:0055001","muscle cell development","6/657","183/18800",0.6202607201112,0.890142383727226,0.793028817999582,"SIX1/CXADR/TNNT1/KRT19/CDK1/SIX4",6
"BP","GO:0045638","negative regulation of myeloid cell differentiation","3/657","91/18800",0.620950652499897,0.890142383727226,0.793028817999582,"HOXB8/CEACAM1/HOXA9",3
"BP","GO:0048525","negative regulation of viral process","3/657","91/18800",0.620950652499897,0.890142383727226,0.793028817999582,"SLPI/TRIM31/TRIM15",3
"BP","GO:0060996","dendritic spine development","3/657","91/18800",0.620950652499897,0.890142383727226,0.793028817999582,"FSTL4/KIF1A/NGEF",3
"BP","GO:0090398","cellular senescence","3/657","91/18800",0.620950652499897,0.890142383727226,0.793028817999582,"HMGA1/ARG2/MAP2K6",3
"BP","GO:0097306","cellular response to alcohol","3/657","91/18800",0.620950652499897,0.890142383727226,0.793028817999582,"AKR1C2/CDH1/AKR1C3",3
"BP","GO:0010811","positive regulation of cell-substrate adhesion","4/657","122/18800",0.621079034763083,0.890142383727226,0.793028817999582,"OLFM4/AGR2/CEACAM6/CCL28",4
"BP","GO:0046887","positive regulation of hormone secretion","4/657","122/18800",0.621079034763083,0.890142383727226,0.793028817999582,"TRH/ILDR1/BAIAP3/ANO1",4
"BP","GO:0051283","negative regulation of sequestering of calcium ion","4/657","122/18800",0.621079034763083,0.890142383727226,0.793028817999582,"CXCL10/CXCL11/PDE4D/NPSR1",4
"BP","GO:0071901","negative regulation of protein serine/threonine kinase activity","4/657","122/18800",0.621079034763083,0.890142383727226,0.793028817999582,"CBLC/BMP7/PPP1R1B/PLK1",4
"BP","GO:1903532","positive regulation of secretion by cell","9/657","274/18800",0.62222950921669,0.89082567785256,0.793637565479159,"TRH/ILDR1/EXPH5/KCNN4/PLA2G4A/BAIAP3/MAP2K6/ANO1/EZR",9
"BP","GO:0035051","cardiocyte differentiation","5/657","153/18800",0.622904734276633,0.89082567785256,0.793637565479159,"CXADR/SOX17/BMP7/CDK1/DKK1",5
"BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","5/657","153/18800",0.622904734276633,0.89082567785256,0.793637565479159,"EYA2/MAL/EYA1/COL2A1/PMAIP1",5
"BP","GO:0006687","glycosphingolipid metabolic process","2/657","60/18800",0.62503150053109,0.89082567785256,0.793637565479159,"UGT8/FUT6",2
"BP","GO:0043407","negative regulation of MAP kinase activity","2/657","60/18800",0.62503150053109,0.89082567785256,0.793637565479159,"CBLC/BMP7",2
"BP","GO:0043506","regulation of JUN kinase activity","2/657","60/18800",0.62503150053109,0.89082567785256,0.793637565479159,"DKK1/MAP3K7",2
"BP","GO:0046324","regulation of glucose import","2/657","60/18800",0.62503150053109,0.89082567785256,0.793637565479159,"OCLN/FGF19",2
"BP","GO:0051205","protein insertion into membrane","2/657","60/18800",0.62503150053109,0.89082567785256,0.793637565479159,"MAL/GRIN3B",2
"BP","GO:1903670","regulation of sprouting angiogenesis","2/657","60/18800",0.62503150053109,0.89082567785256,0.793637565479159,"S100A1/CEACAM1",2
"BP","GO:0031668","cellular response to extracellular stimulus","8/657","245/18800",0.62724772811321,0.89082567785256,0.793637565479159,"AKR1C3/UCP2/CYP24A1/SLC2A1/DNAJC15/DSC2/XBP1/PMAIP1",8
"BP","GO:0002224","toll-like receptor signaling pathway","4/657","123/18800",0.627486744517203,0.89082567785256,0.793637565479159,"SMPDL3B/S100A14/ESR1/MAP3K7",4
"BP","GO:0097237","cellular response to toxic substance","4/657","123/18800",0.627486744517203,0.89082567785256,0.793637565479159,"GPX2/BMP7/NQO1/S100A9",4
"BP","GO:0002683","negative regulation of immune system process","14/657","425/18800",0.627817734039655,0.89082567785256,0.793637565479159,"FOXJ1/ENPP3/SOX9/IHH/CEACAM1/SCGB1A1/ARG2/IDO1/SPINK5/PLCB1/C4BPA/EZR/CCL28/AMBP",14
"BP","GO:0042391","regulation of membrane potential","14/657","425/18800",0.627817734039655,0.89082567785256,0.793637565479159,"CXADR/MYH14/DSP/GABRP/KCNN4/PTPN3/UCP2/STOX1/KCNH3/GABRG3/RIMS2/DSC2/PMAIP1/KCNH5",14
"BP","GO:0019217","regulation of fatty acid metabolic process","3/657","92/18800",0.628338502257435,0.89082567785256,0.793637565479159,"SOX9/CEACAM1/MLXIPL",3
"BP","GO:0042773","ATP synthesis coupled electron transport","3/657","92/18800",0.628338502257435,0.89082567785256,0.793637565479159,"CDK1/CCNB1/DNAJC15",3
"BP","GO:0042775","mitochondrial ATP synthesis coupled electron transport","3/657","92/18800",0.628338502257435,0.89082567785256,0.793637565479159,"CDK1/CCNB1/DNAJC15",3
"BP","GO:0051952","regulation of amine transport","3/657","92/18800",0.628338502257435,0.89082567785256,0.793637565479159,"TRH/CHGA/FGF20",3
"BP","GO:1903035","negative regulation of response to wounding","3/657","92/18800",0.628338502257435,0.89082567785256,0.793637565479159,"CEACAM1/CLDN3/CD9",3
"BP","GO:0045860","positive regulation of protein kinase activity","13/657","396/18800",0.630780736163118,0.89082567785256,0.793637565479159,"ERBB3/CKS2/STOX1/TPX2/CCNB1/MAP2K6/EZH2/DKK1/TOM1L1/MST1R/TPD52L1/DOK7/MAP3K7",13
"BP","GO:0002758","innate immune response-activating signal transduction","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"MAP3K7",1
"BP","GO:0006516","glycoprotein catabolic process","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"NCCRP1",1
"BP","GO:0007288","sperm axoneme assembly","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"SPEF2",1
"BP","GO:0010592","positive regulation of lamellipodium assembly","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"OCLN",1
"BP","GO:0014072","response to isoquinoline alkaloid","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"PPP1R1B",1
"BP","GO:0018195","peptidyl-arginine modification","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"PADI1",1
"BP","GO:0019359","nicotinamide nucleotide biosynthetic process","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"IDO1",1
"BP","GO:0019363","pyridine nucleotide biosynthetic process","1/657","28/18800",0.630921698722816,0.89082567785256,0.793637565479159,"IDO1",1
